128	10529
127	10559
126	10588
125	10618
124	10647
123	10676
122	10706
121	10735
120	10765
119	10794
118	10824
117	10853
116	10882
115	10912
114	10941
113	10971
112	11000
111	11031
110	11063
109	11094
108	11125
107	11156
106	11188
105	11219
104	11250
103	11281
102	11313
101	11344
100	11375
99	11406
98	11438
97	11469
96	11500
95	11533
94	11567
93	11600
92	11633
91	11667
90	11700
89	11733
88	11767
87	11800
86	11833
85	11867
84	11900
83	11933
82	11967
81	12000
80	12038
79	12077
78	12115
77	12154
76	12192
75	12231
74	12269
73	12308
72	12346
71	12385
70	12423
69	12462
68	12500
67	12542
66	12583
65	12625
64	12667
63	12708
62	12750
61	12792
60	12833
59	12875
58	12917
57	12958
56	13000
55	13042
54	13083
53	13125
52	13167
51	13208
50	13250
49	13292
48	13333
47	13375
46	13417
45	13458
44	13500
43	13545
42	13591
41	13636
40	13682
39	13727
38	13773
37	13818
36	13864
35	13909
34	13955
33	14000
32	14050
31	14100
30	14150
29	14200
28	14250
27	14300
26	14350
25	14400
24	14450
23	14500
22	14556
21	14611
20	14667
19	14722
18	14778
17	14833
16	14889
15	14944
14	15000
13	15063
12	15125
11	15188
10	15250
9	15313
8	15375
7	15438
6	15500
