836	0
835	9
834	18
833	27
832	36
831	45
830	54
829	63
828	71
827	80
826	89
825	98
824	107
823	116
822	125
821	134
820	143
819	152
818	161
817	170
816	179
815	188
814	196
813	205
812	214
811	223
810	232
809	241
808	250
807	260
806	269
805	279
804	288
803	298
802	308
801	317
800	327
799	337
798	346
797	356
796	365
795	375
794	385
793	394
792	404
791	413
790	423
789	433
788	442
787	452
786	462
785	471
784	481
783	490
782	500
781	510
780	519
779	529
778	538
777	548
776	558
775	567
774	577
773	587
772	596
771	606
770	615
769	625
768	635
767	644
766	654
765	663
764	673
763	683
762	692
761	702
760	712
759	721
758	731
757	740
756	750
755	760
754	769
753	779
752	788
751	798
750	808
749	817
748	827
747	837
746	846
745	856
744	865
743	875
742	885
741	894
740	904
739	913
738	923
737	933
736	942
735	952
734	962
733	971
732	981
731	990
730	1000
729	1010
728	1020
727	1031
726	1041
725	1051
724	1061
723	1071
722	1082
721	1092
720	1102
719	1112
718	1122
717	1133
716	1143
715	1153
714	1163
713	1173
712	1184
711	1194
710	1204
709	1214
708	1224
707	1235
706	1245
705	1255
704	1265
703	1276
702	1286
701	1296
700	1306
699	1316
698	1327
697	1337
696	1347
695	1357
694	1367
693	1378
692	1388
691	1398
690	1408
689	1418
688	1429
687	1439
686	1449
685	1459
684	1469
683	1480
682	1490
681	1500
680	1511
679	1522
678	1533
677	1543
676	1554
675	1565
674	1576
673	1587
672	1598
671	1609
670	1620
669	1630
668	1641
667	1652
666	1663
665	1674
664	1685
663	1696
662	1707
661	1717
660	1728
659	1739
658	1750
657	1761
656	1772
655	1783
654	1793
653	1804
652	1815
651	1826
650	1837
649	1848
648	1859
647	1870
646	1880
645	1891
644	1902
643	1913
642	1924
641	1935
640	1946
639	1957
638	1967
637	1978
636	1989
635	2000
634	2011
633	2023
632	2034
631	2045
630	2057
629	2068
628	2080
627	2091
626	2102
625	2114
624	2125
623	2136
622	2148
621	2159
620	2170
619	2182
618	2193
617	2205
616	2216
615	2227
614	2239
613	2250
612	2261
611	2273
610	2284
609	2295
608	2307
607	2318
606	2330
605	2341
604	2352
603	2364
602	2375
601	2386
600	2398
599	2409
598	2420
597	2432
596	2443
595	2455
594	2466
593	2477
592	2489
591	2500
590	2512
589	2523
588	2535
587	2547
586	2558
585	2570
584	2581
583	2593
582	2605
581	2616
580	2628
579	2640
578	2651
577	2663
576	2674
575	2686
574	2698
573	2709
572	2721
571	2733
570	2744
569	2756
568	2767
567	2779
566	2791
565	2802
564	2814
563	2826
562	2837
561	2849
560	2860
559	2872
558	2884
557	2895
556	2907
555	2919
554	2930
553	2942
552	2953
551	2965
550	2977
549	2988
548	3000
547	3013
546	3025
545	3038
544	3050
543	3063
542	3075
541	3088
540	3100
539	3113
538	3125
537	3138
536	3150
535	3163
534	3175
533	3188
532	3200
531	3213
530	3225
529	3238
528	3250
527	3263
526	3275
525	3288
524	3300
523	3313
522	3325
521	3338
520	3350
519	3363
518	3375
517	3388
516	3400
515	3413
514	3425
513	3438
512	3450
511	3463
510	3475
509	3488
508	3500
507	3514
506	3527
505	3541
504	3554
503	3568
502	3581
501	3595
500	3608
499	3622
498	3635
497	3649
496	3662
495	3676
494	3689
493	3703
492	3716
491	3730
490	3743
489	3757
488	3770
487	3784
486	3797
485	3811
484	3824
483	3838
482	3851
481	3865
480	3878
479	3892
478	3905
477	3919
476	3932
475	3946
474	3959
473	3973
472	3986
471	4000
470	4014
469	4028
468	4042
467	4056
466	4069
465	4083
464	4097
463	4111
462	4125
461	4139
460	4153
459	4167
458	4181
457	4194
456	4208
455	4222
454	4236
453	4250
452	4264
451	4278
450	4292
449	4306
448	4319
447	4333
446	4347
445	4361
444	4375
443	4389
442	4403
441	4417
440	4431
439	4444
438	4458
437	4472
436	4486
435	4500
434	4514
433	4529
432	4543
431	4557
430	4571
429	4586
428	4600
427	4614
426	4629
425	4643
424	4657
423	4671
422	4686
421	4700
420	4714
419	4729
418	4743
417	4757
416	4771
415	4786
414	4800
413	4814
412	4829
411	4843
410	4857
409	4871
408	4886
407	4900
406	4914
405	4929
404	4943
403	4957
402	4971
401	4986
400	5000
399	5016
398	5031
397	5047
396	5063
395	5078
394	5094
393	5109
392	5125
391	5141
390	5156
389	5172
388	5188
387	5203
386	5219
385	5234
384	5250
383	5266
382	5281
381	5297
380	5313
379	5328
378	5344
377	5359
376	5375
375	5391
374	5406
373	5422
372	5438
371	5453
370	5469
369	5484
368	5500
367	5517
366	5533
365	5550
364	5567
363	5583
362	5600
361	5617
360	5633
359	5650
358	5667
357	5683
356	5700
355	5717
354	5733
353	5750
352	5767
351	5783
350	5800
349	5817
348	5833
347	5850
346	5867
345	5883
344	5900
343	5917
342	5933
341	5950
340	5967
339	5983
338	6000
337	6017
336	6034
335	6052
334	6069
333	6086
332	6103
331	6121
330	6138
329	6155
328	6172
327	6190
326	6207
325	6224
324	6241
323	6259
322	6276
321	6293
320	6310
319	6328
318	6345
317	6362
316	6379
315	6397
314	6414
313	6431
312	6448
311	6466
310	6483
309	6500
308	6518
307	6536
306	6554
305	6571
304	6589
303	6607
302	6625
301	6643
300	6661
299	6679
298	6696
297	6714
296	6732
295	6750
294	6768
293	6786
292	6804
291	6821
290	6839
289	6857
288	6875
287	6893
286	6911
285	6929
284	6946
283	6964
282	6982
281	7000
280	7019
279	7038
278	7058
277	7077
276	7096
275	7115
274	7135
273	7154
272	7173
271	7192
270	7212
269	7231
268	7250
267	7269
266	7288
265	7308
264	7327
263	7346
262	7365
261	7385
260	7404
259	7423
258	7442
257	7462
256	7481
255	7500
254	7521
253	7542
252	7563
251	7583
250	7604
249	7625
248	7646
247	7667
246	7688
245	7708
244	7729
243	7750
242	7771
241	7792
240	7813
239	7833
238	7854
237	7875
236	7896
235	7917
234	7938
233	7958
232	7979
231	8000
230	8022
229	8043
228	8065
227	8087
226	8109
225	8130
224	8152
223	8174
222	8196
221	8217
220	8239
219	8261
218	8283
217	8304
216	8326
215	8348
214	8370
213	8391
212	8413
211	8435
210	8457
209	8478
208	8500
207	8523
206	8545
205	8568
204	8591
203	8614
202	8636
201	8659
200	8682
199	8705
198	8727
197	8750
196	8773
195	8795
194	8818
193	8841
192	8864
191	8886
190	8909
189	8932
188	8955
187	8977
186	9000
185	9025
184	9050
183	9075
182	9100
181	9125
180	9150
179	9175
178	9200
177	9225
176	9250
175	9275
174	9300
173	9325
172	9350
171	9375
170	9400
169	9425
168	9450
167	9475
166	9500
165	9526
164	9553
163	9579
162	9605
161	9632
160	9658
159	9684
158	9711
157	9737
156	9763
155	9789
154	9816
153	9842
152	9868
151	9895
150	9921
149	9947
148	9974
147	10000
146	10028
145	10056
144	10083
143	10111
142	10139
141	10167
140	10194
139	10222
138	10250
137	10278
136	10306
135	10333
134	10361
133	10389
132	10417
131	10444
130	10472
129	10500
